,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
586,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Dr. Scholl's,-33.41255990214137,-70.56571107115012,Spa
587,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Don RAFFE,-33.4103183024628,-70.56801455256577,Café
588,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Norus Apart Hotel & Resort,-33.41212566679795,-70.56682935906694,Hotel
589,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Edificio Urbano 555,-33.411859784226706,-70.56690887900382,Building
590,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Gaon,-33.41269955341803,-70.56568516017435,Korean Restaurant
591,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,La Mechada Nacional,-33.409882,-70.570907,South American Restaurant
592,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Ck spa & centro de estetica,-33.41078425998656,-70.56802993767926,Spa
593,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Hotel Regal Pacific,-33.409802563255454,-70.57101604044979,Hotel
594,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,La Fattoria,-33.40979839184395,-70.57097495356832,Breakfast Spot
595,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Café MAS,-33.41087783796486,-70.56834359920846,Café
596,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Barry's Market,-33.410723078079705,-70.57179500817988,Grocery Store
597,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Kitcheng,-33.41687503188539,-70.56612488319202,Sushi Restaurant
598,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Bali-Hai,-33.41856867749673,-70.57180120229577,Caribbean Restaurant
599,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Roggendorf,-33.410531292312115,-70.57020067945867,Coffee Shop
600,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Niu Sushi,-33.41026971612638,-70.57007719103565,Sushi Restaurant
601,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Easy Nails,-33.41088369737837,-70.56959690417801,Spa
602,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Minguita,-33.41042707312789,-70.57201712266983,Deli / Bodega
603,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Nova Vida,-33.41103974287194,-70.56838299671624,Spa
604,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Farmacias Cruz Verde,-33.41489149816162,-70.5656022667947,Pharmacy
605,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Coffee & Choc,-33.41033012566858,-70.56804786718769,Café
606,Barrio La Capitanía,-33.41427230834961,-70.57051086425781,Castaño,-33.40996408826237,-70.57181342280654,Bakery
607,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Starbucks,-33.40719543365474,-70.56293437517587,Coffee Shop
608,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Don Valentín,-33.407561131177204,-70.56492955778553,Spanish Restaurant
609,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Tienda Cuatroglaciares,-33.408319794286484,-70.56409120559692,Mobile Phone Shop
610,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Hotel Plaza El Bosque Nueva Las Condes,-33.4030738852764,-70.56969218423569,Hotel
611,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Road Runners Chile Parque Juan Pablo II,-33.40105790212105,-70.56756211632042,Athletics & Sports
612,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Samoiedo,-33.406874,-70.563387,Snack Place
613,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Papa John's,-33.40807760939292,-70.5636621666823,Pizza Place
614,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Spa Nails & More,-33.40718241167876,-70.56533518734493,Cosmetics Shop
615,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Centro Cultural de Las Condes,-33.406226329938114,-70.56179174792325,Art Gallery
616,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Corporacion Cultural de Las condes,-33.40615671127185,-70.56193637419886,Art Gallery
617,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Las Vacas Gordas,-33.40750828019506,-70.56458637681767,BBQ Joint
618,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,La Leona,-33.40764679744159,-70.56508058423785,Pizza Place
619,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,La Tasca de Altamar,-33.40748599661767,-70.56483938966345,Seafood Restaurant
620,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Ré Terraza,-33.40309340593176,-70.56983674855745,Restaurant
621,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Mr Wong,-33.406788676892084,-70.56083671805231,Chinese Restaurant
622,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Eco Sushi,-33.40684403724335,-70.560988026085,Sushi Restaurant
623,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Panaderia La Baguette,-33.40154826004063,-70.56079261577649,Bakery
624,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Natural Sushi,-33.406783822523515,-70.56099725798896,Sushi Restaurant
625,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,La Picá del Sandwich,-33.406839718717684,-70.56093627220328,Sandwich Place
626,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Fuzion,-33.406627616476044,-70.56070063314611,Bar
627,Barrio Escandinavia,-33.40392303466797,-70.56495666503906,Bon Meson,-33.401817151225444,-70.56096144821976,Liquor Store
628,Barrio Industrial La Reina,-33.45484161376953,-70.54258728027344,Campeche,-33.451958,-70.540964,Sandwich Place
629,Barrio Industrial La Reina,-33.45484161376953,-70.54258728027344,Babytuto,-33.45229388941013,-70.54237462568216,Baby Store
630,Barrio Industrial La Reina,-33.45484161376953,-70.54258728027344,Mirax Bodega,-33.45340590333226,-70.54346342503395,Toy / Game Store
631,Barrio Industrial La Reina,-33.45484161376953,-70.54258728027344,Centro Comercial Patio La Reina,-33.45184761056507,-70.54055808918721,Business Service
632,Barrio Industrial La Reina,-33.45484161376953,-70.54258728027344,Casa Oriental,-33.45148744425104,-70.54259597306337,Chinese Restaurant
633,Barrio Industrial La Reina,-33.45484161376953,-70.54258728027344,Restaurant Mar de Viña,-33.4516781569131,-70.54065562753917,Restaurant
634,Barrio Industrial La Reina,-33.45484161376953,-70.54258728027344,Casona Nemesio Antunez,-33.450498171573436,-70.54278727653352,Event Space
635,Barrio Tajamar,-33.426971435546875,-70.61993408203125,La Cuisine,-33.42650928073061,-70.62001807274808,French Restaurant
636,Barrio Tajamar,-33.426971435546875,-70.61993408203125,La Gloria,-33.42877011137285,-70.62006676641299,Sandwich Place
637,Barrio Tajamar,-33.426971435546875,-70.61993408203125,MAT Mercado Urbano,-33.427627,-70.618613,Deli / Bodega
638,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Teatro Nescafé de las Artes,-33.42850989768042,-70.62054178523604,Theater
639,Barrio Tajamar,-33.426971435546875,-70.61993408203125,El Clapper,-33.428811599997346,-70.6190536916256,Café
640,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Goemon,-33.429225,-70.619992,Japanese Restaurant
641,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Liguria,-33.42852270048018,-70.61905376493036,Restaurant
642,Barrio Tajamar,-33.426971435546875,-70.61993408203125,El Taller Club De Helado Y Café,-33.42788781447191,-70.61793767156202,Café
643,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Castaño,-33.42878141033093,-70.61847586788046,Bakery
644,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Soho Restaurant,-33.427994,-70.62084,Restaurant
645,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Coffee & Me,-33.4283432107203,-70.62063659042356,Café
646,Barrio Tajamar,-33.426971435546875,-70.61993408203125,mirá vos!,-33.42658641113105,-70.61917828038688,Restaurant
647,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Sweet Fran Tienda,-33.42793336428333,-70.6211576821682,Vegetarian / Vegan Restaurant
648,Barrio Tajamar,-33.426971435546875,-70.61993408203125,De Blasis B&B,-33.426502,-70.619572,Bed & Breakfast
649,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Meridiano Sur Petit Hotel,-33.42582770573647,-70.61928182929215,Hotel
650,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Club Universidad De Chile,-33.426881930027506,-70.61787882343374,Soccer Stadium
651,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Bahía Pilolcura,-33.42677914016413,-70.61678116067245,Seafood Restaurant
652,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Starbucks,-33.42951567032424,-70.619340230561,Coffee Shop
653,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Papa John's,-33.42849944559807,-70.61932527410093,Pizza Place
654,Barrio Tajamar,-33.426971435546875,-70.61993408203125,La Toscana Caffe,-33.42683752080885,-70.6179707996834,Coffee Shop
655,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Chocolatería Monteana,-33.42794417271032,-70.6210839362109,Dessert Shop
656,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Hare Krishna,-33.427872425994245,-70.62012125837296,Indian Restaurant
657,Barrio Tajamar,-33.426971435546875,-70.61993408203125,El Ancla Restaurant,-33.425886574369336,-70.61888817212497,Seafood Restaurant
658,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Big Boba Bubble Tea Shop,-33.43065962504734,-70.61911833376661,Tea Room
659,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Hocha,-33.42908631711582,-70.61896655693643,Asian Restaurant
660,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Boca Calle,-33.42953652523662,-70.61889377445351,Burger Joint
661,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Central Pizza,-33.42927619723547,-70.62106392587528,Pizza Place
662,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Café Monarchie,-33.42651259516095,-70.61830134788556,Café
663,Barrio Tajamar,-33.426971435546875,-70.61993408203125,De Roncallo Caffe,-33.42800539358522,-70.61851047824453,Coffee Shop
664,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Sorvetto Gelart & Coffe,-33.42675265759597,-70.61801155552818,Ice Cream Shop
665,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Café Montt,-33.42858596013464,-70.62182104497684,Café
666,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Papelón,-33.42728352010479,-70.61520603704983,Venezuelan Restaurant
667,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Karina Lazzaro,-33.425181378111624,-70.61736917659525,Health & Beauty Service
668,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Dominó Manuel Montt,-33.42865964501659,-70.61945221962439,Sandwich Place
669,Barrio Tajamar,-33.426971435546875,-70.61993408203125,ACGYM Artes Marciales y Acondicionamiento Físico,-33.42758857037472,-70.61578624405765,Martial Arts School
670,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Cafe Del Negro,-33.429128911347156,-70.62298957719007,Snack Place
671,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Amanda's Arepas Y Shawarmas,-33.4282720071306,-70.61885441862287,Food & Drink Shop
672,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Spantatuto,-33.42931934607552,-70.61711046497976,Coffee Shop
673,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Apartamentos Capital,-33.42918368944308,-70.61909720461013,Hotel
674,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Voraz Pizza,-33.42877362591431,-70.61999891581618,Pizza Place
675,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Aquí está Coco Restaurante,-33.424081121034654,-70.61656035868762,Seafood Restaurant
676,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Holm,-33.42552805375407,-70.61650411529928,Salad Place
677,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Domani Pizzeria Bar,-33.43111501460905,-70.61846374533401,Pizza Place
678,Barrio Tajamar,-33.426971435546875,-70.61993408203125,La Mafia Pizzería,-33.430801,-70.619237,Pizza Place
679,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Apiádate de mi,-33.42722851581352,-70.61575055122375,Bar
680,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Yoga Yi,-33.42712534520015,-70.61502680023725,Yoga Studio
681,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Del Caribe,-33.427030524850444,-70.6166198369741,Juice Bar
682,Barrio Tajamar,-33.426971435546875,-70.61993408203125,La Parrilla Del Chef,-33.43062208222442,-70.61926772075618,Latin American Restaurant
683,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Capital Hotel Bellet,-33.426096,-70.617318,Hotel
684,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Albergue Spa Boutique,-33.43015426693818,-70.61861196090194,Spa
685,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Parque Uruguay,-33.42328244587065,-70.61795279708964,Park
686,Barrio Tajamar,-33.426971435546875,-70.61993408203125,yoga urbano,-33.43084540201474,-70.619284920443,Yoga Studio
687,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Colegio Universitario Inglés,-33.427123886255316,-70.62172294174309,School
688,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Pilateslife,-33.42318428322688,-70.61750742626134,Gym / Fitness Center
689,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Waya's Gyros,-33.43055220002806,-70.62264918059432,Greek Restaurant
690,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Tavarua Public Bar,-33.430440021040404,-70.61913316754743,Karaoke Bar
691,Barrio Tajamar,-33.426971435546875,-70.61993408203125,SP Digital,-33.42402666690085,-70.61834782130636,Electronics Store
692,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Cielito Mio,-33.429920299943966,-70.62237646926215,Café
693,Barrio Tajamar,-33.426971435546875,-70.61993408203125,San Cristobal Tower,-33.42259741159742,-70.6210780142553,Hotel
694,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Hertz Rent-a-Car,-33.425637088044056,-70.62178813316048,Rental Car Location
695,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Warpig Games,-33.42990128490032,-70.6230354309082,Hobby Shop
696,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Akai sushi,-33.43103767990222,-70.62217977209201,Sushi Restaurant
697,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Snack & Coffee,-33.42378681248121,-70.61846584192155,American Restaurant
698,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Super Delicious,-33.42503787282005,-70.61536074475892,Salad Place
699,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Planta Maestra,-33.430408472592894,-70.61926011758317,Deli / Bodega
700,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Donde Guido,-33.42493160887722,-70.61556204208595,Burger Joint
701,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Pad Thai,-33.43089653981011,-70.61933229593932,Thai Restaurant
702,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Martuca Fuente de Soda,-33.43112012105942,-70.61877363138221,Sandwich Place
703,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Hotel Sheratton,-33.42400757345339,-70.6213976299397,Hotel
704,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Kleine Kneipe,-33.430706732690275,-70.62253702156052,Gastropub
705,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Café Vainilla,-33.42944191503917,-70.62269489245263,Breakfast Spot
706,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Sierra Restaurante,-33.430434,-70.616629,Restaurant
707,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Papelón Sabroso #2,-33.427276,-70.615594,Venezuelan Restaurant
708,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Club Colombia Cafe,-33.43119327149373,-70.61884350293806,Café
709,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Meze Kitchen&Bar,-33.43106405644115,-70.61872249738363,Middle Eastern Restaurant
710,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Santiago Shawarma,-33.430706,-70.618866,Middle Eastern Restaurant
711,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Starbucks,-33.42287435749217,-70.621879834864,Coffee Shop
712,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Crudo y Sin Censura,-33.42683299497317,-70.61529052191136,Restaurant
713,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Feria Permanente del Libro Usado,-33.4297112556953,-70.6219669254435,Antique Shop
714,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Comunidad Parque Carlos Antunez,-33.427888498423464,-70.61517019104782,Neighborhood
715,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Yakuza Providencia,-33.43022942529389,-70.6226310955924,Sushi Restaurant
716,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Vilafranca Hotel,-33.4241493914665,-70.61893574386123,Bed & Breakfast
717,Barrio Tajamar,-33.426971435546875,-70.61993408203125,The Shamrock,-33.42996172902985,-70.62313793519054,Pub
718,Barrio Tajamar,-33.426971435546875,-70.61993408203125,felipe didier,-33.42387158605446,-70.61864515941681,Bistro
719,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Restobar Kalimocho,-33.42954641553783,-70.62250847458016,Gastropub
720,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Pagoda DABOTAP,-33.42372231185967,-70.62027825511535,Art Museum
721,Barrio Tajamar,-33.426971435546875,-70.61993408203125,La Fábrica Gourmet,-33.42394498496445,-70.61843075137058,Sandwich Place
722,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Epson Chile,-33.42359465793091,-70.6170518087293,Electronics Store
723,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Hotel Alcala del Rio Santiago,-33.4238398,-70.6181217,Hotel
724,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Elfo's,-33.430767379543084,-70.62249381366665,Gastropub
725,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Rey Toro Restobar,-33.430239468473836,-70.62184800443238,Bar
726,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Foodgol,-33.4299787369222,-70.62203663506365,Fast Food Restaurant
727,Barrio Tajamar,-33.426971435546875,-70.61993408203125,Libreria Contrapunto,-33.42427314278423,-70.62027927526715,Bookstore
